463,48,85,133
464,42,11,53
465,38,42,80
466,50,51,101
467,28,16,44
468,103,40,143
469,42,1,43
470,30,27,57
471,16,15,31
472,214,49,263
473,25,10,35
474,257,70,327
475,13,7,20
476,43,40,83
477,35,0,35
478,58,55,113
479,116,86,202
480,44,16,60
481,43,13,56
482,13,13,26
483,15,44,59
484,110,29,139
485,8,18,26
486,70,119,189
487,137,94,231
488,80,74,154
489,66,43,109
490,18,39,57
491,22,11,33
492,27,28,55
493,87,48,135
494,32,15,47
495,144,69,213
496,43,86,129
497,106,173,279
498,59,90,149
499,70,32,102
500,111,114,225
501,50,23,73
502,14,23,37
503,111,49,160
504,157,94,251
505,52,60,112
506,155,87,242
507,54,4,58
508,56,31,87
509,9,24,33
510,7,23,30
511,17,7,24
512,18,3,21
513,19,3,22
514,138,56,194
515,13,27,40
516,16,5,21
517,17,20,37
518,38,35,73
519,37,12,49
520,13,10,23
521,48,102,150
522,26,4,30
523,88,12,100
524,172,134,306
525,23,31,54
526,27,41,68
527,91,46,137
528,33,20,53
529,31,12,43
530,33,12,45
531,17,13,30
532,208,66,274
533,145,115,260
534,65,15,80
535,156,62,218
536,109,54,163
537,131,359,490
538,43,38,81
539,41,15,56
540,42,21,63
541,80,53,133
542,70,65,135
543,110,87,197
544,7,24,31
545,80,82,162
546,43,16,59
547,15,8,23
548,102,53,155
549,14,11,25
550,25,15,40
551,232,102,334
552,17,67,84
553,79,21,100
554,62,52,114
555,42,10,52
556,35,9,44
557,32,21,53
558,17,3,20
559,43,33,76
560,43,58,101
561,116,241,357
562,48,24,72
563,22,8,30
564,17,17,34
565,33,2,35
566,83,66,149
567,115,40,155
568,44,37,81
569,34,36,70
570,6,16,22
571,12,8,20
572,10,10,20
573,39,12,51
574,26,20,46
575,11,15,26
576,19,17,36
577,122,66,188
578,5,19,24
579,34,40,74
580,23,24,47
581,19,9,28
582,27,35,62
583,26,1,27
584,15,9,24
585,48,32,80
586,65,101,166
587,33,65,98
588,140,85,225
589,24,19,43
590,25,23,48
591,49,35,84
592,257,103,360
593,89,67,156
594,12,13,25
595,40,56,96
596,11,9,20
597,26,15,41
598,15,10,25
599,34,13,47
600,49,40,89
601,74,74,148
602,19,10,29
603,33,14,47
604,12,15,27
605,56,34,90
606,174,62,236
607,27,10,37
608,107,56,163
609,9,19,28
610,48,27,75
611,27,15,42
612,13,14,27
613,23,5,28
614,14,25,39
615,77,26,103
616,25,18,43
617,36,72,108
618,91,125,216
619,49,40,89
620,71,39,110
621,97,74,171
622,115,113,228
623,29,16,45
624,77,64,141
625,47,59,106
626,9,23,32
627,79,102,181
628,25,2,27
629,88,33,121
630,49,59,108
631,9,11,20
632,67,51,118
633,25,33,58
634,62,73,135
635,12,22,34
636,16,4,20
637,22,82,104
638,35,32,67
639,51,97,148
640,90,19,109
641,32,8,40
642,181,137,318
643,129,77,206
644,39,3,42
645,89,33,122
646,5,33,38
647,42,16,58
648,137,160,297
649,16,8,24
650,96,215,311
651,10,11,21
652,10,12,22
653,74,209,283
654,98,49,147
655,114,571,685
656,4,20,24
657,15,14,29
658,44,27,71
659,127,64,191
660,47,177,224
661,87,34,121
662,15,8,23
663,83,75,158
664,105,61,166
665,80,62,142
666,144,101,245
667,31,16,47
668,26,20,46
669,47,53,100
670,32,14,46
671,61,63,124
672,13,16,29
673,25,10,35
674,23,18,41
675,23,11,34
676,53,24,77
677,33,16,49
678,13,15,28
679,36,26,62
680,29,9,38
681,11,11,22
682,147,252,399
683,28,47,75
684,45,41,86
685,0,20,20
686,65,6,71
687,11,10,21
688,23,1,24
689,23,13,36
690,46,69,115
691,26,6,32
692,17,23,40
693,59,95,154
694,135,22,157
695,20,18,38
696,22,7,29
697,65,40,105
698,41,86,127
699,43,106,149
700,11,10,21
701,27,6,33
702,10,21,31
703,27,20,47
704,53,37,90
705,65,49,114
706,16,13,29
707,119,117,236
708,48,57,105
709,74,64,138
710,56,30,86
711,155,66,221
712,103,59,162
713,7,23,30
714,20,24,44
715,85,82,167
716,181,88,269
717,62,31,93
718,25,14,39
719,27,40,67
720,23,7,30
721,75,93,168
722,25,17,42
723,8,14,22
724,19,66,85
725,18,7,25
726,8,16,24
727,106,216,322
728,17,9,26
729,8,13,21
730,18,20,38
731,44,39,83
732,12,8,20
733,36,71,107
734,44,20,64
735,25,28,53
736,11,13,24
737,25,8,33
738,85,63,148
739,24,11,35
740,10,10,20
741,51,53,104
742,14,12,26
743,20,15,35
744,17,10,27
745,23,37,60
746,42,25,67
747,212,81,293
748,72,36,108
749,177,128,305
750,15,18,33
751,100,68,168
752,34,39,73
753,36,21,57
754,15,19,34
755,17,21,38
756,44,65,109
757,73,93,166
758,244,113,357
759,25,7,32
760,19,22,41
761,27,39,66
762,10,11,21
763,86,43,129
764,68,41,109
765,18,5,23
766,67,108,175
767,36,1,37
768,29,35,64
769,10,19,29
770,53,11,64
771,49,21,70
772,26,7,33
773,74,87,161
774,29,195,224
775,18,10,28
776,54,51,105
777,29,7,36
778,24,41,65
779,27,10,37
780,37,18,55
781,28,14,42
782,49,183,232
783,22,8,30
784,27,12,39
785,17,10,27
786,95,22,117
787,20,37,57
788,97,152,249
789,17,16,33
790,74,157,231
791,16,9,25
792,16,31,47
793,27,28,55
794,35,4,39
795,48,111,159
796,194,164,358
797,5,21,26
798,97,142,239
799,18,6,24
800,20,8,28
801,19,7,26
802,40,35,75
803,15,18,33
804,202,130,332
805,128,145,273
806,77,63,140
807,148,56,204
808,18,5,23
809,10,10,20
810,23,3,26
811,16,5,21
812,12,8,20
813,10,19,29
814,8,27,35
815,112,71,183
816,20,5,25
817,18,18,36
818,13,8,21
819,24,4,28
820,7,14,21
821,50,12,62
822,10,15,25
823,139,46,185
824,4,16,20
825,80,65,145
826,72,43,115
827,8,20,28
828,39,65,104
829,41,23,64
830,67,39,106
831,40,33,73
832,5,20,25
833,104,163,267
834,39,15,54
835,80,22,102
836,34,16,50
837,19,27,46
838,80,13,93
839,23,34,57
840,152,45,197
841,23,8,31
842,18,9,27
843,31,173,204
844,38,43,81
845,13,18,31
846,260,145,405
847,54,92,146
848,116,34,150
849,23,0,23
850,45,6,51
851,107,102,209
852,24,25,49
853,14,27,41
854,93,124,217
855,10,13,23
856,13,13,26
857,10,12,22
858,10,11,21
859,26,13,39
860,28,43,71
861,33,10,43
862,142,23,165
863,48,59,107
864,198,96,294
865,18,48,66
866,6,14,20
867,73,22,95
868,75,133,208
869,17,30,47
870,146,123,269
871,37,78,115
872,35,36,71
873,7,13,20
874,23,11,34
875,74,15,89
876,18,3,21
877,61,20,81
878,64,70,134
879,20,9,29
880,185,183,368
881,122,137,259
882,102,35,137
883,174,94,268
884,28,15,43
885,45,57,102
886,122,118,240
887,128,43,171
888,19,1,20
889,163,163,326
890,80,39,119
891,33,14,47
892,171,55,226
893,25,34,59
894,144,101,245
895,12,8,20
896,122,240,362
897,121,64,185
898,16,14,30
899,81,54,135
900,13,32,45
901,84,40,124
902,22,27,49
903,95,41,136
904,31,16,47
905,16,24,40
906,28,13,41
907,137,10,147
908,40,34,74
909,21,5,26
910,28,32,60
911,65,33,98
912,35,18,53
913,70,62,132
914,8,15,23
915,9,17,26
916,138,179,317
917,20,15,35
918,53,50,103
919,110,107,217
920,10,16,26
921,48,62,110
922,57,70,127
923,66,8,74
924,52,30,82
925,11,21,32
926,7,13,20
927,77,43,120
928,28,4,32
929,30,19,49
930,22,41,63
931,39,22,61
932,184,57,241
933,50,134,184
934,120,54,174
935,32,7,39
936,93,49,142
937,25,15,40
938,47,61,108
939,39,10,49
940,57,50,107
941,18,4,22
942,66,13,79
943,96,72,168
